CustomerID,DateTimeID,QuestionID,RepresentativeID,DepartmentID,MobilePlanID,LengthOfCall,LevelOfEscalation,CustomerSatisfactionLevel,QueryResolutionBalance
178,137,138,21,5,5,65.68,Manager,More than Satisfied,-487.14
178,279,194,12,1,8,76.77,First,Not at all Satisfied,945.00
178,295,147,32,5,8,8.65,First,Partly Satisfied,1714.39
178,395,28,22,1,2,177.70,First,Satisfied,-448.90
179,35,190,3,1,8,81.15,Second,Partly Satisfied,131.35
179,138,193,40,1,9,161.85,First,Partly Satisfied,-198.64
179,206,157,9,5,10,28.79,First,Very Satisfied,-539.87
179,208,42,38,7,1,145.54,Manager,More than Satisfied,1504.34
179,391,64,40,2,9,75.97,Second,Very Satisfied,-76.44
180,106,77,14,4,1,107.25,First,Not at all Satisfied,1163.68
180,122,69,17,2,3,46.86,Second,Not at all Satisfied,336.52
180,142,146,14,4,9,97.57,First,Satisfied,-267.12
180,283,184,33,2,8,196.50,First,Not at all Satisfied,1787.38
180,293,107,5,7,4,8.05,First,Very Satisfied,1285.72
180,322,50,32,7,1,37.44,Manager,Very Satisfied,688.43
180,391,9,1,2,8,104.17,Second,Partly Satisfied,1440.96
180,399,106,9,6,7,66.27,Manager,Partly Satisfied,1548.73
181,128,178,2,1,9,110.19,First,Partly Satisfied,1751.70
181,137,62,20,6,1,111.83,Manager,Not at all Satisfied,645.82
181,204,15,30,3,10,11.85,First,Not at all Satisfied,-570.00
181,231,25,38,1,10,30.52,First,Very Satisfied,-482.22
181,346,128,6,5,3,75.19,First,Not at all Satisfied,725.21
182,233,152,11,3,10,117.13,First,Very Satisfied,890.97
182,308,193,11,3,3,190.84,Second,Satisfied,93.74
182,333,47,9,5,10,158.54,First,Very Satisfied,94.35
183,157,147,13,5,2,207.89,First,More than Satisfied,973.79
183,199,56,8,1,8,40.03,Second,Satisfied,801.34
183,211,137,5,3,5,203.71,First,Satisfied,-149.75
183,233,9,27,2,7,89.74,Second,Not at all Satisfied,272.48
183,320,196,18,7,8,141.65,Second,Satisfied,747.37
184,53,52,32,7,1,88.00,Second,Not at all Satisfied,197.33
184,72,90,23,6,2,62.21,First,Satisfied,1366.36
184,90,117,10,6,7,191.45,First,Partly Satisfied,-761.14
184,306,25,18,1,1,181.11,Second,Partly Satisfied,1347.16
184,330,21,30,1,7,35.09,First,Partly Satisfied,1349.97
185,108,112,30,2,2,87.94,Manager,More than Satisfied,440.81
185,143,17,3,1,2,115.85,First,Very Satisfied,1268.86
185,149,177,33,4,1,163.80,First,More than Satisfied,1546.16
185,154,66,10,3,8,66.68,Second,Not at all Satisfied,1740.49
185,199,31,16,3,1,160.71,Manager,Partly Satisfied,1528.82
185,245,190,35,4,2,101.33,First,Satisfied,769.02
186,299,144,34,4,5,173.79,First,Not at all Satisfied,479.54
186,349,126,38,5,3,4.95,First,More than Satisfied,1209.49
186,362,2,26,4,8,96.47,Second,Very Satisfied,1418.38
187,17,41,11,6,4,145.94,Second,More than Satisfied,685.76
187,97,29,26,7,8,113.03,Manager,Not at all Satisfied,-677.07
187,109,200,32,4,7,93.93,First,Partly Satisfied,266.54
187,134,32,20,5,5,193.68,First,Partly Satisfied,875.88
187,146,15,27,7,2,125.04,First,Partly Satisfied,334.09
187,264,39,5,3,9,165.20,Second,Partly Satisfied,1160.81
187,352,190,1,6,4,193.53,Manager,More than Satisfied,1745.27
188,113,190,34,5,9,187.33,Manager,More than Satisfied,1430.14
188,123,91,27,4,4,46.15,First,Very Satisfied,-560.10
188,126,199,5,2,2,176.30,Second,More than Satisfied,-167.75
188,156,20,15,1,4,146.84,Manager,Satisfied,-599.39
188,163,21,10,4,7,86.51,First,More than Satisfied,1187.13
188,231,162,10,1,1,149.92,Second,More than Satisfied,1296.62
188,304,39,21,7,9,44.78,Manager,More than Satisfied,1308.30
188,327,63,21,2,8,68.09,Second,More than Satisfied,211.49
188,353,19,29,4,1,55.94,First,Not at all Satisfied,-462.50
188,365,104,26,6,2,170.40,Manager,Very Satisfied,-292.14
189,74,12,23,7,3,171.44,Second,Satisfied,-422.77
189,183,75,22,6,6,73.88,Second,Very Satisfied,-325.33
189,246,95,17,3,5,106.82,Manager,Partly Satisfied,26.77
189,270,151,39,2,8,97.71,Second,Not at all Satisfied,1398.82
189,331,198,40,3,5,82.02,Second,More than Satisfied,1644.99
189,357,60,30,7,9,166.70,First,Not at all Satisfied,1062.70
190,8,31,3,5,7,15.65,Manager,More than Satisfied,1704.03
190,342,183,22,3,5,48.82,Second,Not at all Satisfied,-285.41
190,343,116,38,1,5,14.26,Second,Partly Satisfied,-353.03
190,356,145,14,6,2,112.59,Second,Partly Satisfied,658.31
190,365,120,15,5,4,90.10,First,Satisfied,514.37
190,370,130,37,6,2,39.30,Second,More than Satisfied,503.16
190,381,192,33,6,6,204.31,Second,Partly Satisfied,1063.13
191,151,64,7,3,2,126.72,First,Partly Satisfied,38.21
191,181,41,35,1,5,32.63,First,Very Satisfied,-693.07
191,377,90,28,2,3,84.27,Second,Satisfied,490.59
192,105,135,23,6,10,57.13,First,More than Satisfied,1450.64
192,217,176,30,4,2,108.23,First,Partly Satisfied,1077.56
192,245,71,11,1,10,208.12,First,More than Satisfied,495.50
192,386,79,38,2,8,160.38,First,More than Satisfied,42.82
193,6,192,16,3,6,52.73,Manager,Satisfied,1760.56
193,10,76,5,7,3,157.09,First,Satisfied,224.80
193,123,125,10,3,2,136.90,First,Satisfied,1324.73
193,135,157,38,4,2,38.86,First,Very Satisfied,588.83
193,198,89,36,1,8,197.00,Manager,Partly Satisfied,1450.85
194,81,189,12,6,2,51.48,Second,Not at all Satisfied,-233.74
194,126,177,2,7,3,83.40,First,Not at all Satisfied,-182.05
194,186,17,16,4,8,157.18,Second,Satisfied,805.24
194,235,81,32,2,8,147.41,Second,Satisfied,752.48
194,323,22,14,4,5,50.87,Manager,Partly Satisfied,1753.76
194,366,188,14,6,8,104.84,First,Very Satisfied,28.01
195,149,69,29,7,4,145.10,Second,Partly Satisfied,-704.84
195,192,96,7,3,5,172.44,Second,More than Satisfied,1234.30
195,294,91,27,3,5,200.76,First,More than Satisfied,270.17
195,396,81,27,2,3,209.57,First,Partly Satisfied,25.86
196,73,188,25,1,6,37.11,Second,More than Satisfied,925.52
196,76,157,19,2,8,127.52,Manager,Not at all Satisfied,-760.84
196,198,123,38,3,8,59.66,First,More than Satisfied,-14.25
196,267,42,7,3,3,189.19,Second,Partly Satisfied,-547.15
196,296,44,18,3,4,73.08,First,More than Satisfied,1361.24
197,12,125,23,1,2,90.31,First,Partly Satisfied,60.20
197,60,51,3,2,9,96.72,First,Satisfied,1003.53
197,181,198,29,6,7,177.88,First,Not at all Satisfied,1614.17
197,220,177,31,1,7,145.03,Manager,Partly Satisfied,1036.87
197,266,39,33,4,1,132.39,First,More than Satisfied,1107.04
197,274,12,31,3,9,148.32,Manager,Not at all Satisfied,424.34
198,270,101,28,6,6,177.77,First,Not at all Satisfied,-639.93
198,314,110,40,1,5,205.99,Second,Not at all Satisfied,550.98
198,374,167,28,2,4,25.18,First,Not at all Satisfied,1454.49
199,104,60,23,5,6,169.33,First,Not at all Satisfied,1767.28
200,35,126,21,4,10,176.26,First,Not at all Satisfied,934.29
200,169,138,16,1,10,104.28,First,More than Satisfied,1753.84
200,224,98,9,5,1,15.63,First,Satisfied,1780.96
200,244,137,1,7,8,74.27,Manager,Satisfied,757.26
200,292,133,19,7,6,39.05,First,Satisfied,782.34
200,338,31,16,7,8,146.71,First,Not at all Satisfied,1612.34
200,349,193,22,5,6,164.11,Second,Satisfied,-224.43
